text,label,islenmis_text
kabus rüya gördüm gün okulum yarım saat saatlik dersler ,korku,kabus rüya gör gün okul yarım saat saat ders
çektim namussuz ürkecek ödüm koptu ,korku,çek namus ürk öd kop
makarna yapmaya çalışırken evi yakıyordum amk ödüm koptu modelim anlamadım gitti ,korku,makarna yap çalış ev yak amk öd kop model anla git
gol yedik ofsayt ödüm koptu dondum saniye ,korku,gol ye ofsayt öd kop don saniye
yanlışlıkla ses video açtım ödüm koptu ,korku,yanlışlıkla ses video aç öd kop
duyu organım kulaklıklarımı evde unuttum sandım ödüm koptu ödüm ,korku,duy organ kulak ev unut san öd kop öd
korku filmi çekiyosun trafo kardeş patlayacaksan adam akıllı patla ödüm koptu ,korku,korku film çekiyosun trafo kardeş patla ada akıl patla öd kop
instagram birden hesabımdan çıkış yaptı ödüm koptu hesabım çalındı sandım ,korku,instagram birden hesab çıkış yap öd kop hesab çal san
kapılırsam sonu yok herşeyi feda edeceğim ürkütücü ,korku,kapıl son yok herşey feda ed ürküt
toplumun kötüde kötülükte birleşmesi ürkütücü ,korku,toplum kötü kötülük birleş ürküt
korktun video çeken kız ünlü olmuş korktum ,korku,kork video çek kız ün ol kork
yastığımın altından siri konuştu korktum be ,korku,yastığ alt sir konuş kork be
oturduğumuz mekanın camı düştü korktum ,korku,otur mekan cam düş kork
kızlardan korkun bence korktum ,korku,kız kork bence kork
uykudan ölüyorum yatamıyorum galiba annem haklı yatma fobim ,korku,uyku öl yat galiba anne hak yat fobi
sarı bez fobim üzerindeki kırıntılardan arındıramıyorsun bezi ,korku,sarı bez fobi üzer kırıntı arın bez
yaşlı amcalara teyzelere fobim galiba korkutuyorlar ,korku,yaş amca teyze fobi galiba korkut
kedileri sevmiyorum fobim hate kediler ,korku,kedi sev fobi hate kedi
özgüvenim biriyle tanışma fobim ,korku,özgüven biri tanış fobi
bursa’da korkunç kaza ölü yaralı ,korku,bursa korkunç kaz ölü yar
korktum kaybetmekten sonuç kaybettim ,korku,kork kaybet sonuç kaybet
tarkan mimiklerinden korktum oldu ,korku,tarkan mimik kork ol
babam arabayı vermemekte haklı galiba korktum yere çarpmaktan ,korku,baba araba ver hak galiba kork yer çarp
saçımdaki lastik tokanın kopmasıyla irkildim vallahi korkakmışım ,korku,saç lastik toka kop irkil vallahi korkak
ilkokulda tahtaya ismim yazıldığında korkardım ,korku,ilkokul tahta ism yaz kork
sustum sessize aldım dilimi vakit anacak olsam içim titredi ,korku,sus sessiz al dil vakit an ol içim titre
kabuslarla dolu gece ,korku,kabus dolu gece
karabasan çöktü hayatımıza korkuyorum ,korku,karabasan çök hayat kork
kaza geçirdiğin yerde öldün sandım korktum naptınız ,korku,kaz geçir yer öl san kork naptınız
hayatımın güzel yıllarının yıllar olmasından korkuyorum ,korku,hayat güzel yıl yılla ol kork
korkuyorum cesaretim kayıp ,korku,kork cesaret kayıp
yanlız bırakma ışığı kapatma korkarım ,korku,yanlız bırak ışığ kapat kork
korkuyorum yarın geç geleceksen gün gelsene ,korku,kork yarın geç gel gün gel
karanlıktan gök gürültüsünden korkuyorum geri uyuyacam ,korku,karanlık gök gürültü kork geri uyuyacam
kötü yağmur yağıyor korkuyorum ,korku,kötü yağmur yağ kork
tarz sessiz sakin havalardan nedense korkuyorum fırtına öncesi sessizlik ,korku,tarz sessiz sakin hava nedense kork fırt önce sessiz
evet karanlıktan korkuyorum ödüm bokumda an ,korku,evet karanlık kork öd bok an
yüksekten düşmekten korkuyorum ,korku,yüksek düş kork
gök gürültülü şimşekli havaları sevmem korkuyorum gök gürültüsü duyunca titrerim aşırı korkuyorum ,korku,gök gürültü şimşek hava sev kork gök gürültü duy titre aşırı kork
lütfen psikologlar burda takip etmesin korkuyorum ,korku,lütfen psikolog bur takip et kork
kabus görünce uyumaya korkuyorum ,korku,kabus gör uyu kork
metro yolculuk zorunda kaldım can güvenliğimden endişeliyim ,korku,metro yolcu zor kal can güvenliğ endişe
ölmekten öldükten mahçup olmaktan korkuyorum ,korku,öl öl mahçup ol kork
lütfen karanlık fobim ,korku,lütfen karanlık fobi
aynen adam baya korkmuş endişeli röportaj istemişler ,korku,aynen ada bay kork endişe röportaj iste
endişe yüklü hayatlarımız ,korku,endişe yük hayat
sınava ay kaldı endişeliyim artırıyor ,korku,sınav ay kal endişe artır
ağustostemmuz olacak maksimum sıcaklığı düşününce ürktüm ,korku,ağustostemmuz ol maksimum sıcaklığ düşün ürk
yüreğime korku salındı allahım koru ,korku,yüreğ korku salın allah koru
gök gürlüyor şimşek çakıyor hemde feryat kilit fobim fobim ,korku,gök gürl şimşek çak hemde feryat kilit fobi fobi
aklımı kaybetmekten bulmaktan korkuyorum ,korku,akl kaybet bul kork
düşman kardeşleri izlerken yerden badenin anneannesi fırlayacak korkuyorum ,korku,düşman kardeş izle yer bade anneanne fırla kork
yağmur yağıyor vallahi acayip gök gürlüyor korkuyorum ,korku,yağmur yağ vallahi acayip gök gürl kork
ankarada güzel dostluklar biriktirdim korkuyorum ,korku,ankara güzel dostluk birik kork
biçim yağmur evin karşısındaki barda mahsur kaldım korkuyorum ,korku,biçim yağmur ev karşı bar mahsur kal kork
fırtına öncesi sessizlik hava ürktüm ,korku,fırt önce sessiz hava ürk
aralar yaşadığım şeylerin tek açıklaması gerçek hayat ölüm ayrılık başlangıç tereddüt korku ,korku,arala yaşa şey tek açıklama gerçek hayat ölüm ayrılık başlangıç tereddüt korku
sınav yaklaşıyor ders çalışmam lazım korkuyorum ,korku,sınav yaklaş ders çalış lazım kork
aslan edasıyla kükrüyordu numaralı koltukta uyuyan vatandaş hepimizi korku aldı ,korku,aslan eda kükr numara koltuk uyu vatandaş hep korku al
patlama sonrası fazla ölü ,korku,patla sonra fazla ölü
didem soydandan korkuyorum ürkütücü hatları ,korku,dide soydan kork ürküt hat
allah düşmanımı hematoloji koridorlarına düşürmesin kontrol gelmek ürkütücü ,korku,allah düşman hematoloji koridor düşür kontrol gel ürküt
dünya iyice çekilmez oldu yerden korku ölüm savaş deprem doğal afet haberi ,korku,dünya iyi çekil ol yer korku ölüm savaş deprem doğal afet haber
kar yağdığında yollar buz tutuyor araba sürmenin buz pateniyle kaymaktan farkı kalmıyor kaza yapacam korkuyorum ,korku,kar yağ yolla buz tut araba sürme buz paten kaymak fark kal kaz yapacam kork
evin türlü köşelerinden çıkan tesbihler update ettiriyor ürktüm ,korku,ev türlü köşe çık tesbih update et ürk
yarısı menopoz saklı gidiyorum ürktüm ,korku,yarı menopoz saklı gid ürk
havai fişek fabrikasında patlama ölü ,korku,havai fişek fabrika patla ölü
ara rüyasında görüyor sanırım kendime fazla dikkat etmeliyim ,korku,ara rüya gör san kendi fazla dikkat et
rüya gördüm korku gerilim ölüm şiddet varsa vardi annemi istiyorum ,korku,rüya gör korku gerilim ölüm şiddet var vard anne ist
vahşet seninle birbirimizden nefret edelim korku aklımızı öfke vicdanımızı körleştirsin durdurabiliriz ,korku,vahşet sen birbiri nefret ed korku akl öfke vicdan kör durdur
herşeyin sınırı peşin hükümden gayrı korkarım ,korku,herşey sınır peşin hüküm gayrı kork
bipolarım sanırsam kabuslar ,korku,bipolar san kabus
minecraftta madene girerken yasadığım korkuyu birşeyde yaşamadım ,korku,minecraft made gir yasa korku birşey yaşa
garezi izlediğim güne lanet korkunçtu ,korku,garez izle gün lanet korkunç
günaydın evet uyanığım vize korkuyorum ,korku,günaydın evet uyanığ vize kork
gidiyorsun korku ölüm bakmadığın leşler ardında ,korku,gid korku ölüm bak leş ard
gündür staj ağır tehlikeli işlerde çalışabilir raporu almaya çalışıyorum işten korkuyorum ,korku,gün staj ağır tehlike iş çalış rapor al çalış iş kork
kar yağdığında yollar buz tutuyor kaza yapmaktan korkuyorum korku filmi yol ,korku,kar yağ yolla buz tut kaz yap kork korku film yol
ölüm acı çekmek korkunç değildir korkunç bunlardan korku duymaktır ,korku,ölüm acı çek korkunç değil korkunç bu korku duy
bugün rüyam ölü gördüm korktum çocuk allah korusun ,korku,bugün rüya ölü gör kork çocuk allah koru
intihar etmiş of kabus ,korku,intihar et of kabus
bugün intihar etmek isteyen hesap rt ettim kabus ,korku,bugün intihar et iste hesap rt et kabus
kerkükte büyük facia ölü yaralı ,korku,kerkük büyük facia ölü yar
cami lojmanı inşaatında facia ölü yaralılar ,korku,cami lojman inşaat facia ölü yara
forma numarasını görünce istemsizce irkildim ,korku,form numara gör istem irkil
venezuelada korkunç yetkinliği başkan maduro halkına eziyet ediyor ekonomileri yerle olmuş durumda ,korku,venezuela korkunç yetkin başkan maduro halk eziyet ed ekonomi yer ol durum
ilerledikçe ürkütücü biçimde kadınlar birbirine benzemeye başladı ,korku,ilerle ürküt biçim kadın birbiri benze başla
ferhatı sedyede görence irkildim ,korku,ferhat sedye görence irkil
kabustu insaf ,korku,kabus insaf
patlama olmuş kişi sorularıyla gün tekrar ölmeye ediyoruz birileri yaşarken ,korku,patla ol kişi soru gün tekrar öl ed biri yaşa
seda sayan kırmızı gömlekli adamı görünce irkildim ,korku,seda say kırmızı gömlek ada gör irkil
bugün göremeyeceğim endişelendim kuzum ,korku,bugün gör endişelen kuzu
unnie kere aradık endişelendim ,korku,unnie ker ara endişelen
kuraklıktan balıkesir’de badem fidanları çiçek açtı çiftçi endişeli ,korku,kurak balıkesir bade fidan çiçek aç çiftçi endişe
uzaklaş izle kork hisset ,korku,uzaklaş izle kork hisset
zamandır stalklıyorum yoksun öldün kaldın endişelendim ,korku,zaman stalklıyorum yoksun öl kal endişelen
acı çeken birisinin intihar rüyada korkunç kabus gören kişinin aniden uyanmasına benzer ,korku,acı çek biri intihar rüya korkunç kabus gör kişi aniden uyan benzer
metro beklerken beynim yanlış komut verir metronun önüne atlarım korkuyorum pis fobi ,korku,metro bekle beyn yanlış komut ver metro ön atla kork pis fobi
dünya karanlık rüya kabus akıl almaz boşluk karadeliğin ,korku,dünya karanlık rüya kabus akıl al boşluk karadeliğ
gece korku filmi izlediğim uykum kaçtı perdenin arkasında korktum ödüm koptu ,korku,gece korku film izle uyku kaç perde arka kork öd kop
mısra aradı ağlıyor dedim ağlıyorsun korkmuş oldu tivit atarım ,korku,mısra ara ağl de ağl kork ol tivit at
korktum bağırıştı ,korku,kork bağır
korkmuş güzel baharım ,korku,kork güzel bahar
psikoloğa gitmem lazım korkuyorum birşeyim normal halimse ,korku,psikoloğ git lazım kork birşey normal halim
allahım gerçek kabus görüyorum aklımı kaçırmak üzereyim ,korku,allah gerçek kabus gör akl kaçır üzere
herşey tamı tamına saniye sürdü şiddetli sarsıntı hemen arkasından ürkütücü patlama sesi sağa sola koşuşturan insanlar ,korku,herşey tam tam saniye sür şiddet sarsıntı hemen arka ürküt patla se sağ sol koşuş insan
yazarsam bıkar yazmasam unutur korkuyorum herşey gurur değildir ,korku,yaz bık yaz unut kork herşey gurur değil
içimde öldürdüğüm kişiyi karşımda görmek ürkütücü açıkçası ,korku,iç öldür kişi karşı gör ürküt açıkçası
derimi yüzmüşlercesine acı çektim evet korktum ,korku,deri yüz acı çek evet kork
an cümlem yarıda kalacakmış geliyor yeni fobi türü ,korku,an cümle yarı kal gel yeni fobi tür
toplumun kötüde kötülükte birleşmesi ürkütücü ,korku,toplum kötü kötülük birleş ürküt
ameliyat odası ürkütücü gelmiyor buz oda koca koca ışıklar ,korku,ameliyat oda ürküt gel buz od koca koca ışıkla
yalnız ikisinin gizliden gizliye büyüyen korku gün gelip ayrılmak korkusu ,korku,yalnız iki gizli gizli büyü korku gün gel ayrıl korku
sensiz kalmaktan korktum sesini duyamamaktan görememekten korktum korktuğum oldu biliyorum ,korku,sen kal kork se duy gör kork kork ol bil
okuldakileri gündür rüyamda görüyorum kabus uyandım ,korku,okul gün rüya gör kabus uyan
ölmekten korkmuyorum sevilmeden ölmek ürkütücü ,korku,öl kork sev öl ürküt
gider birgün kalırsın başına gecenin sessiz ürkütücü karanlığında ,korku,gid birgün kal baş gece sessiz ürküt karanlığ
gösterilen yüzünü görürüz esas ürkütücü insanın görmediğimiz öteki yüzüdür ,korku,göster yüz gör esas ürküt insa gör öteki yüz
gün ürkütücü ses duyulacak ötelerden ,korku,gün ürküt ses duy öte
bunlarla aynı dünyada nefes almak ürkütücü ,korku,bu aynı dünyada nefes al ürküt
bilmelisiniz engeller gözlerinizi hedeften ayırdığınız gördüğümüz ürkütücü şeylerdir ,korku,bil engelle göz hedef ayır gör ürküt şey
söz uyuyacaktım uykum kaçtı ürkütücü foto ,korku,söz uyu uyku kaç ürküt foto
nehir okyanus yüzeyi bulanık derinlerinde ürkütücü duruluk mevcut ,korku,nehir okyanus yüzey bulanık derin ürküt duru mevcut
ölüm ürkütücü kurtuluşun tek kapısı salak saçma düzende ,korku,ölüm ürküt kurtul tek kapı salak saçma düze
ürkütücü konuşmuş kuş taraftarı ,korku,ürküt konuş kuş taraftar
hobi yayında sürekli öksürüyor acayip endişelendim ,korku,hobi yay sürekli öksür acayip endişelen
sevmiyorum sevemem aşırı ürkütücü ,korku,sev sev aşırı ürküt
aramandan korkuyorum aramayacağından ,korku,ara kork ara
gün başkalarının utanmaktan utanmaz arlanmaz adam çıkacağım korkuyorum ,korku,gün başka utan utanmaz arlanmaz ada çık kork
ayına gelince ‘sınav martdaydı kaçırdın demelerinden korkuyorum ,korku,ay gel sınav martdaydı kaçır deme kork
konserde sahneye dolma baklava atarlar korkuyorum ,korku,konser sahne dolma baklava at kork
korkuyorum gün sevmeyi unutacam ,korku,kork gün sev unutacam
öldürmekten korkmuyorum kalbimde ölmemenden korkuyorum ,korku,öldür kork kalb öl kork
bizide yakacak korkuyorum ,korku,bizide yak kork
notlarını gruba yazmış bakmaya korkuyorum ,korku,not grub yaz bak kork
öldün kaldın endişelendim kanki ,korku,öl kal endişelen kanki
ders çalışırsam beynim patlayacak korkuyorum ,korku,ders çalış beyn patla kork
kararlılığınıza hayranım dünyayı yerle etmenizden korkuyorum ,korku,karar hayran dünya yer et kork
içimde biriken hislerin birdenbire patlayarak zerreler halinde dağıtacağından korkuyorum ,korku,iç birik his birdenbire patla zerre hal dağıt kork
koskaca dünya yalnız ölmekten korkuyorum ,korku,koska dünya yalnız öl kork
yakın aile dostumuzun oğluydu korktum gerçekten of sanırım bi yaşlandım ,korku,yakın aile dost oğl kork gerçekten of san bi yaşlan
büyüklüğündeydi korktum galiba ,korku,büyük kork galiba
deprem oldu korktum sallanıyorum ,korku,deprem ol kork salla
telefonum titreşimde titredi ekran yerinden çıkacak korktum gel telefonsun ,korku,telefon titreşim titre ekran yer çık kork gel telefon
kaybedeceğim korktum ,korku,kaybed kork
an kör oldum sandım korktum korktum fark ettim birileri hayatımı karartmış ,korku,an kör ol san kork kork fark et biri hayat karar
bugün gittim birisinden bahsetti işten çıktı dediler bende bi endişelendim ,korku,bugün git biri bahset iş çık de ben bi endişelen
telefonumdan müzik dinlerken telefonumu kaybettim endişelendim ,korku,telefon müzik dinle telefon kaybet endişelen
vallahi anlamadım bende korktum görünce dayanamam ,korku,vallahi anla ben kork gör dayan
ay aşık olmaktan korktum bi an an dehşete kapıldım içim ürperdi hissettim ,korku,ay aşık ol kork bi an an dehşet kapıl içim ürper hisset
korktum hayatım gözümün önünden film şeridi geçti ,korku,kork hayat göz önünden film şerid geç
havalar soğuyunca sular soğuyor şartlar altında makyaj yıkamak kabus yıkamasam ,korku,hava soğu sula soğ şartla alt makyaj yıka kabus yık
kabus grip halı kitap okuyamıyorum ,korku,kabus grip hal kitap oku
takımımız gençlerbirliğinin üzerine kabus çöktü ,korku,takım gençlerbirliği üzerine kabus çök
cümle beynime kabus çöktü uyuyamıyorum ,korku,cümle beyn kabus çök uyu
uyuyamıyorum uyuyunca kabus görüyorum korku filmi sahnesi ,korku,uyu uyu kabus gör korku film sahne
larda beyaz toroslar hainler kabus gibiydi dosta güven düşmana korku verirdi efsaneler ölmez şekli değişir ,korku,larda beyaz toros hain kabus gibi dos güven düşman korku ver efsane ölmez şekli değiş
korku acı kabus yazamayanları anlayabiliyoruz ,korku,korku acı kabus yaz anla
depresyondayım korku filmi izliyorum altıma sıçmak üzereyim çikolatam bitti kabus başlıyor ,korku,depresyon korku film izl alt sıç üzere çikolata bit kabus başl
korku filmlerinden bahsettik gece kabus gördüm ,korku,korku film bahset gece kabus gör
peşpeşe gün kabus gördüm şükür balık hafızalıyım içeriğini hatırlamıyorum içimde şeylere korku hissi ,korku,peşpeşe gün kabus gör şükür balık hafıza içeriğ hatırla iç şey korku hissi
arkadaş kabus gördüm korku aksiyon dalında oscarlık kafama çekiçle vurulmuş gibiyim ,korku,arkadaş kabus gör korku aksiyon dal oscar kafa çekiçle vurul gibi
